model_name,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
HUBERREGRESSOR,15,14011,935,934,0.2494438257849293,4.881830014466368,4.068522483940043,5.674518201284797,0.5535038622870094,4.881830014466368,4.068522483940043,5.674518201284797,0.5535038622870094,5,5,0,0.5,1.8975861100489189,0.0084027052573369,3.632789351437577,0.4603818768223803,10.865053650030214,1.187229633346402,19.8495636842974,1.879770549125172,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1774607485084575,0,0,0.0
LASSO,5,11520,2304,2304,0.0,4.887152777777778,4.470486111111112,5.208333333333334,0.2509866717847389,4.887152777777778,4.470486111111112,5.208333333333334,0.2509866717847389,5,5,0,0.5,1.1020821002513947,0.0007972297585592,2.636563766975131,0.3384968787340011,5.160776591393675,0.0025769280461482,11.84941865864209,1.237076051415223,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.244008746931484,0,0,0.0
HUBERREGRESSOR,10,11520,1152,1152,0.0,4.947916666666666,4.166666666666666,5.902777777777778,0.4941058844013093,4.947916666666666,4.166666666666666,5.902777777777778,0.4941058844013093,6,6,0,0.5,0.9377948811876406,1.5195054021415351e-05,2.997120864653861,0.3820882518463182,5.5012976453529046,1.200452471864229,13.95288872852158,1.5674811438556628,0.0,0,0,0,5.6,5,6,0.4898979485566356,6.0,6,6,0.0,6.0,6,6,0.0,3.0,3,3,0.0,1.0,1,1,0.0,2.0,2,2,0.0,0.237154506554773,383,47,0.0
XGBRegressor,5,4606,922,921,0.4,4.993369934123288,4.234527687296417,6.514657980456026,0.8972603621119343,4.993369934123288,4.234527687296417,6.514657980456026,0.8972603621119343,2,2,0,1.0,1.6938194616457245,0.0011417999849142,4.828606408957984,0.9926052539689256,9.011903974868584,0.1512402000881452,30.86185391713596,7.06627748348683,0.0,0,0,0,1.8,1,2,0.4,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1694441816350215,0,0,0.5004024235381879
XGBRegressor,5,10366,2074,2073,0.3999999999999999,5.055019279425371,4.725168756027001,5.354558610709118,0.2256900881664341,5.055019279425371,4.725168756027001,5.354558610709118,0.2256900881664341,5,5,0,0.5,1.6947832717433229,4.232770154673764e-05,4.383077644817017,0.7647774024599517,7.287042995706946,0.1620887995832793,22.25338068004365,4.589306010860836,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1920807101865556,0,0,0.0
XGBRegressor,10,10361,1037,1036,0.3,5.134623189107278,4.343629343629344,5.984555984555985,0.5705699587223352,5.134623189107278,4.343629343629344,5.984555984555985,0.5705699587223352,5,5,0,0.5,1.70021763315827,0.0008477535054086,4.662665295644099,0.7809888631061999,7.637363288733972,0.1988525242524792,26.2346953605033,5.007574531351804,0.0,0,0,0,4.0,4,4,0.0,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1801043001735078,0,0,0.0
XGBRegressor,5,9216,1844,1843,0.4000000000000001,5.0564544509741385,4.666304937601736,5.588714053174173,0.3249208254446687,5.0564544509741385,4.666304937601736,5.588714053174173,0.3249208254446687,6,6,0,0.5,1.020592063212147,3.410537011000408e-05,4.798195983411727,0.8726256546286446,5.605780766219065,0.1038510370542531,28.020384566259835,5.514752601636141,0.0,0,0,0,4.6,3,5,0.7999999999999999,5.0,5,5,0.0,6.0,6,6,0.0,2.0,2,2,0.0,0.0,0,0,0.0,2.0,2,2,0.0,0.1785932827148546,368,368,0.0
XGBRegressor,10,9211,922,921,0.3,5.026685131930067,4.229934924078091,6.188925081433225,0.564936823139009,5.026685131930067,4.229934924078091,6.188925081433225,0.564936823139009,5,5,0,0.5,1.8837597050919248,2.347757780463234e-05,4.795264541105621,0.9060174319930848,8.835245746753815,0.0179439558241094,28.38009316380843,5.918817957377745,0.0,0,0,0,4.1,4,5,0.3,4.1,4,5,0.3,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.175006606250763,0,0,0.0
XGBRegressor,5,13821,2765,2764,0.3999999999999999,5.093726365594324,4.701627486437613,5.499276410998553,0.2857110757526762,5.093726365594324,4.701627486437613,5.499276410998553,0.2857110757526762,4,4,0,0.1666666666666666,1.954464839661926,0.8953003369432969,4.415690475885444,0.0027680056261637,6.313173172922881,0.0530228584644958,22.62102497393688,0.0473383452246287,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1136696767972899,0,0,0.0
XGBRegressor,10,13821,1383,1382,0.3,5.050342540650215,3.907380607814761,5.861070911722142,0.5889690505718784,5.050342540650215,3.907380607814761,5.861070911722142,0.5889690505718784,5,5,0,0.1666666666666666,1.9870087534415064,0.6044334900819558,4.743610764719923,0.0058890666343408,6.843886166771702,0.0693605530527299,26.445045469171333,0.1036263523301338,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.1067490571825301,0,0,0.0
XGBRegressor,15,13816,922,921,0.2494438257849293,5.073880680796676,3.908794788273615,6.188925081433225,0.7519967650403837,5.073880680796676,3.908794788273615,6.188925081433225,0.7519967650403837,5,5,0,0.1666666666666666,1.945430033678046,0.8197635181851152,4.628431700949526,0.0025911912743423,6.624910539434888,0.1897661034020492,25.258766019864787,0.0120978780062619,0.0,0,0,0,3.466666666666667,0,5,2.1561282171728307,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.1018555786458725,0,0,0.6365141682948128
XGBRegressor,5,38016,7604,7603,0.3999999999999999,5.047874177964718,4.892805471524398,5.195317637774563,0.119201595201493,5.047874177964718,4.892805471524398,5.195317637774563,0.119201595201493,4,4,0,0.1666666666666666,3.2956474141592125,1.1092337783371529,4.453466262894983,0.0014734842366058,15.441130832982523,0.3397521436370523,23.86793068354571,0.0188052352955898,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0541657386265866,0,0,0.0
XGBRegressor,10,38011,3802,3801,0.3,5.051176349533423,4.786954234613361,5.39331754801368,0.161528607743574,5.051176349533423,4.786954234613361,5.39331754801368,0.161528607743574,4,4,0,0.1666666666666666,3.2089505201160216,0.8810621492901697,4.724318132839891,0.0026282719108975,14.7393746084506,0.3426167403606843,27.734611372960025,0.0366702783288602,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0534195671788467,0,0,0.0
XGBRegressor,15,38011,2535,2534,0.2494438257849294,5.082754616116282,4.41988950276243,5.6037884767166535,0.3375950905653625,5.082754616116282,4.41988950276243,5.6037884767166535,0.3375950905653625,4,4,0,0.1666666666666666,3.1997955198707766,0.9354606855629212,4.66093189764741,0.0029687095105838,14.844771262490491,0.0401437845069603,26.824323895424275,0.041909705109819,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0520281188724728,0,0,0.0
XGBRegressor,20,38001,1901,1900,0.2179449471770337,5.0183075389684095,4.313519200420831,5.684210526315789,0.3410314071610271,5.0183075389684095,4.313519200420831,5.684210526315789,0.3410314071610271,7,7,0,0.1666666666666666,1.898770152332372,7.640702065823105e-06,4.967161494724939,0.7098642455111908,9.139440764779112,0.0140724953748492,32.30930715433796,4.7776527986973605,0.0,0,0,0,6.45,6,7,0.4974937185533101,5.85,5,7,0.4769696007084728,7.0,7,7,0.0,4.0,4,4,0.0,2.0,2,2,0.0,2.0,2,2,0.0,0.0510126336140461,8,8,0.0
LASSO,5,11520,2304,2304,0.0,5.043402777777778,4.340277777777778,5.598958333333334,0.4505534469569786,5.043402777777778,4.340277777777778,5.598958333333334,0.4505534469569786,5,5,0,0.5,1.0803237220093034,0.0007972297585592,2.6329197596801173,0.3650837124076699,5.284325592126651,0.2055718170076979,12.07346168377086,1.383015401248026,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2389268535087989,0,0,0.0
LASSO,10,11520,1152,1152,0.0,4.991319444444445,4.079861111111112,5.989583333333334,0.5735082173319073,4.991319444444445,4.079861111111112,5.989583333333334,0.5735082173319073,6,6,0,0.5,1.3262627297333336,4.0888056638565554e-05,2.752463885924974,0.4114201725144824,6.980318035831819,0.2504570232200707,12.83502164177353,1.3867359843491969,0.0,0,0,0,5.0,5,5,0.0,5.4,5,6,0.4898979485566356,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.2209959907162657,0,0,0.0
HUBERREGRESSOR,5,9216,1844,1843,0.4,4.871984397785842,4.286489419424851,5.751492132392838,0.5388673935813166,4.871984397785842,4.286489419424851,5.751492132392838,0.5388673935813166,3,3,0,0.5,0.9092284162773782,0.0176087529240661,1.5903303616332116,0.0025515324323009,4.564897235814733,2.477140592030688,7.0894765700269256,0.0046574739502836,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3005360665427693,0,0,0.0
LinearSVR,10,9211,922,921,0.3,4.961538552125507,3.5830618892508146,6.297502714440825,0.8202236556338067,4.961538552125507,3.5830618892508146,6.297502714440825,0.8202236556338067,4,4,0,0.5,0.7802289611590179,0.010010245832624,2.1132513295960726,0.3066712310954185,4.157979363508052,1.2108096245147264,9.940825042753136,1.1573418874544026,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2846401188255175,0,0,0.0
LinearSVR,5,6911,1383,1382,0.4,4.876163209868016,4.341534008683068,5.712219812002893,0.4776535636639714,4.876163209868016,4.341534008683068,5.712219812002893,0.4776535636639714,4,4,0,0.5,0.3685074408291004,0.0062739998181816,1.157462747094743,0.1765655508905019,1.361212582278017,0.2442182661246486,3.7388559174014855,0.4109113370515108,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3857673397567623,0,0,0.0
QUANTILEREGRESSOR,5,4031,807,806,0.4000000000000001,5.011146266692495,4.094292803970223,6.327543424317618,0.8508328068773601,5.011146266692495,4.094292803970223,6.327543424317618,0.8508328068773601,3,3,0,1.0,0.5392746282096074,0.0088115894864177,1.572416171665969,0.2324690242460306,2.476927944826935,1.203642046985507,6.170969022661394,0.927251565177292,0.0,0,0,0,1.0,1,1,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4594262252956781,0,0,0.0
HUBERREGRESSOR,5,6911,1383,1382,0.4000000000000001,5.006472014423645,4.413892908827786,5.788712011577424,0.4804119548028371,5.006472014423645,4.413892908827786,5.788712011577424,0.4804119548028371,3,3,0,0.5,0.3973823237228376,0.0194645824576637,0.7172212326614089,0.0005539820982847,1.1849191698190618,0.1958855647941506,2.196897832000799,0.0015539207655261,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3869514611746764,0,0,0.0
LASSO,5,14016,2804,2803,0.3999999999999999,5.194060470160613,4.780592222618623,5.779521940777738,0.3440679736840945,5.194060470160613,4.780592222618623,5.779521940777738,0.3440679736840945,4,4,0,0.5,1.617733158331352,7.754892916834238e-06,2.822706965905065,0.5232218006711828,7.944083665943319,0.4186393661194478,15.155506323486508,2.2587524808906614,0.0,0,0,0,3.0,3,3,0.0,3.2,3,4,0.3999999999999999,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2001820671986674,0,0,0.0
LinearSVR,10,14011,1402,1401,0.3,5.0531819028796425,4.282655246252676,6.067094932191292,0.5015662770774779,5.0531819028796425,4.282655246252676,6.067094932191292,0.5015662770774779,6,6,0,0.5,1.5748382716267355,1.8741048029491964e-06,3.4914598974779145,0.4092319887868478,8.79869264519196,0.8390121036359646,21.985885728670883,2.2835783140498807,0.0,0,0,0,5.3,5,6,0.458257569495584,5.0,5,5,0.0,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1905800943625512,0,0,0.0
HUBERREGRESSOR,15,14011,935,934,0.2494438257849293,4.946130914892724,3.747323340471092,6.852248394004283,0.7753307068828531,4.946130914892724,3.747323340471092,6.852248394004283,0.7753307068828531,6,6,0,0.5,1.529225867548678,3.9752984455417296e-08,3.8513410944848063,0.491922734348823,8.826952681168507,0.2803910530582456,25.57182049966102,2.382455941129389,0.0,0,0,0,5.0,5,5,0.0,5.066666666666666,5,6,0.2494438257849293,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1795775276274887,0,0,0.0
HUBERREGRESSOR,5,20736,4148,4147,0.3999999999999999,4.976867477948181,4.652844744455159,5.353267422232939,0.2511656803943816,4.976867477948181,4.652844744455159,5.353267422232939,0.2511656803943816,4,4,0,0.1666666666666666,0.4616478461409473,0.0858423848583623,0.8688122415975172,0.0002304308446717,1.3518061775606118,0.1743457945961086,2.608280516945025,0.0013288859082709,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1751934845413015,0,0,0.0
HUBERREGRESSOR,10,20731,2074,2073,0.3,4.944306208165694,4.532304725168756,5.788712011577424,0.3850908791772152,4.944306208165694,4.532304725168756,5.788712011577424,0.3850908791772152,5,5,0,0.1666666666666666,0.4913662380326788,0.0389529585505227,1.0177450980167,0.0008449893672283,1.532706990418181,0.1916634200899043,3.2629970437566107,0.00337192364282,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.1661429722891257,0,0,0.0
HUBERREGRESSOR,15,20731,1383,1382,0.2494438257849294,5.060086314453747,4.4107013738250185,5.788712011577424,0.3997125529887669,5.060086314453747,4.4107013738250185,5.788712011577424,0.3997125529887669,5,5,0,0.1666666666666666,0.4911699668185773,0.0186269808143337,1.2633128769196105,0.0034369244626814,1.6078049315127545,0.1696438743987243,4.195233347406308,0.0099882445227646,0.0,0,0,0,4.2,0,5,1.5577761927397231,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.1611590577122293,0,0,0.2449300267946353
HUBERREGRESSOR,20,20721,1037,1036,0.2179449471770337,4.951509403052315,3.957528957528957,5.8880308880308885,0.5091273284786575,4.951509403052315,3.957528957528957,5.8880308880308885,0.5091273284786575,5,5,0,0.1666666666666666,0.5206011995721014,0.0201062754932078,1.0712666392417156,0.0015433207530825,1.6272074965658612,0.0989916020723371,3.839667299876387,0.0059599855378739,0.0,0,0,0,1.8,0,5,2.35796522451032,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.1587745427491165,0,0,0.6730116670092565
LinearSVR,5,6911,1383,1382,0.4,4.934113114278928,4.052098408104197,5.571635311143271,0.5240857826115601,4.934113114278928,4.052098408104197,5.571635311143271,0.5240857826115601,4,4,0,0.5,0.3394770231023426,0.0062739998181816,0.9517789359523192,0.1593084320899675,1.3472348849700355,0.2247357230697426,3.1762061992016,0.301530800969358,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3902519510878481,0,0,0.0
LinearSVR,5,42046,8410,8409,0.3999999999999999,4.93268960879212,4.602211915804495,5.410869306695208,0.3056812527276257,4.93268960879212,4.602211915804495,5.410869306695208,0.3056812527276257,4,4,0,0.1666666666666666,2.0308398405431847,0.8014970207997002,2.790123162745966,0.0002135396515541,10.301210475613027,3.973503254263932,13.999735669405618,0.0052272175075399,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0732209842747865,0,0,0.0
HUBERREGRESSOR,10,42041,4205,4204,0.3,4.935667972634635,4.186489058039962,5.542340627973359,0.3848832595193277,4.935667972634635,4.186489058039962,5.542340627973359,0.3848832595193277,3,3,0,0.1666666666666666,2.2103825807763835,0.1303756551959672,3.1105124179711487,0.0008785789358654,12.473876206395834,6.556413344737464,16.056583828144117,0.0124357081053714,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0708866428493609,0,0,0.0
HUBERREGRESSOR,15,42046,2804,2803,0.2494438257849294,4.97789458309138,4.281127363539065,5.815198002140564,0.4547458558156705,4.97789458309138,4.281127363539065,5.815198002140564,0.4547458558156705,4,4,0,0.1666666666666666,2.2937636521334364,0.3228379859731585,3.302920474267104,0.0013384893858062,12.871407303632187,5.692271358364648,17.76685821871243,0.0167435525684756,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0669914939447651,0,0,0.0
HUBERREGRESSOR,20,42041,2103,2102,0.2179449471770336,4.930910624258852,4.234062797335871,5.851569933396765,0.4074897586561283,4.930910624258852,4.234062797335871,5.851569933396765,0.4074897586561283,4,4,0,0.1666666666666666,2.322986875224873,0.1944855961696167,3.394576813112727,0.0016251734829237,13.22318604712375,6.812371193031267,18.89811266459311,0.0205002179091401,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0673296960767031,0,0,0.0
XGBRegressor,5,9216,1844,1843,0.4000000000000001,4.8502747689269246,4.395008138903961,5.425935973955507,0.4430888850780137,4.8502747689269246,4.395008138903961,5.425935973955507,0.4430888850780137,2,2,0,0.5,2.3574237101821987,0.9344476509798852,4.562518906235942,0.0003957444105038,9.528247258272668,0.1057963107877872,25.001559836594296,0.0033715788171521,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2793818379914416,0,0,0.0
XGBRegressor,10,9211,922,921,0.3,5.004804736905326,4.451682953311618,5.748373101952278,0.4832737856976973,5.004804736905326,4.451682953311618,5.748373101952278,0.4832737856976973,4,4,0,0.5,1.3396891697825666,0.0006996648305662,4.669576935092269,0.8897085084508968,4.910808285987782,0.0207650277691784,26.491158918641265,5.7906901814331215,0.0,0,0,0,3.0,3,3,0.0,3.1,3,4,0.3,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2747280097604652,0,0,0.0
XGBRegressor,5,6336,1268,1267,0.4,5.145254818381681,4.73559589581689,6.077348066298343,0.4855184975076818,5.145254818381681,4.73559589581689,6.077348066298343,0.4855184975076818,2,2,0,1.0,1.0616838436581295,0.0084525337844008,4.248117160933072,0.7959054522477133,3.84228959741384,0.1660785887576463,20.03852947456102,4.72307218432524,0.0,0,0,0,1.6,1,2,0.4898979485566356,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3170499026834906,0,0,0.6730116670092565
XGBRegressor,5,5760,1152,1152,0.0,4.809027777777777,3.90625,5.295138888888888,0.5196746370519361,4.809027777777777,3.90625,5.295138888888888,0.5196746370519361,3,3,0,1.0,1.403551705121452,0.0090810498215552,4.176081376639413,0.6050656642934444,4.592297400357703,1.2081392817163723,19.823039745873203,3.924553795148899,0.0,0,0,0,2.6,1,3,0.8000000000000002,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2970484256482862,0,0,0.6730116670092565
XGBRegressor,5,5760,1152,1152,0.0,5.104166666666667,4.513888888888888,5.902777777777778,0.4606423319938056,5.104166666666667,4.513888888888888,5.902777777777778,0.4606423319938056,6,6,0,0.5,1.483745161589824,0.0011674399146707,4.0360989088008825,0.6509646263655838,4.189204957251389,0.0040572121250637,18.007746365134622,3.19359276306057,0.0,0,0,0,5.2,5,6,0.3999999999999999,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.3006660896797117,0,0,0.0
XGBRegressor,5,6911,1383,1382,0.4,4.977601702710084,4.196816208393632,5.426917510853835,0.4473033454326449,4.977601702710084,4.196816208393632,5.426917510853835,0.4473033454326449,4,4,0,0.1666666666666666,0.9278491014521612,0.6192452506773141,1.2687348776901948,0.000917525956674,0.4408019948229816,0.0117995608022769,0.8589479243899363,0.0017289866948291,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.2069857058179814,0,0,0.0
XGBRegressor,5,5760,1152,1152,0.0,4.84375,3.9930555555555554,5.729166666666666,0.594855614549021,4.84375,3.9930555555555554,5.729166666666666,0.594855614549021,5,5,0,0.5,1.4087322318837363,0.0015758170926165,4.256224278689479,0.7479557004541361,4.226994579363603,0.1223844284800153,20.72651259013236,3.977838172526938,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2999486709610693,0,0,0.0
HUBERREGRESSOR,5,9216,1844,1843,0.4,4.893652831903092,4.503526858383071,5.317417254476397,0.2836289706061414,4.893652831903092,4.503526858383071,5.317417254476397,0.2836289706061414,4,4,0,0.5,0.034187780820852,0.0027742593202148,0.0858839729780691,0.0139763618393348,0.7407262887516785,0.5237617940535642,1.20578029958289,0.0247844535694983,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.4794451326516414,0,0,0.0
HUBERREGRESSOR,10,9211,922,921,0.3,4.993946973604566,3.908794788273615,5.748373101952278,0.4518684912237543,4.993946973604566,3.908794788273615,5.748373101952278,0.4518684912237543,4,4,0,0.5,0.0519438108178646,0.010010245832624,0.147694645058452,0.0217123784652988,0.7450240579025216,0.4465201702287151,1.2122850153161568,0.0393432322408085,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.4730603297607735,0,0,0.0
XGBRegressor,5,10366,2074,2073,0.3999999999999999,4.804203003115317,4.435872709739633,5.354558610709118,0.3822034743467492,4.804203003115317,4.435872709739633,5.354558610709118,0.3822034743467492,5,5,0,0.1666666666666666,0.0251229424199907,0.0014510693330798,0.0465429249681502,0.0003237132592577,0.6918716062796915,0.6118523683549073,0.7331139504665019,0.0008040979791541,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.2837580836592018,0,0,0.0
ELASTICNETCV,10,10361,1037,1036,0.3,4.9706049898913935,4.054054054054054,6.370656370656371,0.6365606956623819,4.9706049898913935,4.054054054054054,6.370656370656371,0.6365606956623819,5,5,0,0.1666666666666666,0.0362090367464597,0.0106674201419301,0.065855245264936,0.0008510088530976,0.68772006715962,0.5941353868567885,0.7758066097804281,0.001541415223141,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.2764867088275641,0,0,0.0
XGBRegressor,5,12671,2535,2534,0.3999999999999999,5.074584856990297,4.775059194948698,5.288082083662194,0.1845619846171257,5.074584856990297,4.775059194948698,5.288082083662194,0.1845619846171257,3,3,0,0.5,0.1044571204601851,0.018934584827358,0.2050134533738207,0.0005249292261573,0.3226363106651085,0.0442683212384786,0.5436109982863937,0.0009232858798331,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.4865515882148886,0,0,0.0
LASSO,10,12671,1268,1267,0.3,5.043017485851722,4.262036306235202,6.235201262825572,0.5276829868303998,5.043017485851722,4.262036306235202,6.235201262825572,0.5276829868303998,3,3,0,0.5,0.123251699134299,0.0166122730792057,0.2934649815900613,0.0009315037181059,0.3326072080714027,0.0296252009595727,0.5750689773478972,0.0023021630017541,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.4704228530602717,0,0,0.0
