model_name,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
LinearSVR,5,13821,2765,2764,0.3999999999999999,5.093723748635911,4.630969609261939,5.571635311143271,0.3587901318723548,5.093723748635911,4.630969609261939,5.571635311143271,0.3587901318723548,7,5,2,0.1666666666666666,0.1135895736411882,1.4879840187932879e-10,2.029225563398972,0.3464195901715785,1.4342204781140706,0.8155368152090805,2.806915905279828,0.1832646989609345,1.416757117472646,1,2,0,5.4,5,6,0.4898979485566356,6.0,6,6,0.0,7.0,7,7,0.0,0.0,0,0,0.0,0.0,0,0,0.0,3.0,3,3,0.0,0.0087552726201431,8,4,0.0
XGBRegressor,10,13821,1383,1382,0.3,4.992465884583631,4.121475054229935,5.571635311143271,0.4489697353421885,4.992465884583631,4.121475054229935,5.571635311143271,0.4489697353421885,3,3,0,0.1666666666666666,0.0725666630610378,1.1289151943589609e-05,1.305305017292974,0.2456136575521862,1.3473565423922125,0.3190575980238463,1.502076620762341,0.1952716167592422,0.0,0,0,0,1.0,0,2,0.4472135954999579,2.2,1,3,0.6,2.9,2,3,0.3,0.0,0,0,0.0,0.0,0,0,0.0,2.0,2,2,0.0,0.0098286624520042,13,2,0.3250829733914482
XGBRegressor,15,13816,922,921,0.2494438257849293,4.9725808110427305,3.691639522258415,6.514657980456026,0.7905671106523605,4.9725808110427305,3.691639522258415,6.514657980456026,0.7905671106523605,5,5,0,0.1666666666666666,2.5289049348758605,9.011847525655895e-05,4.954769321340092,0.5549495555012414,13.683809864822964,0.598004155220532,27.670660959880667,3.2738220466955568,0.0,0,0,0,3.8,1,4,0.7483314773547883,4.2,4,5,0.3999999999999999,4.866666666666666,3,5,0.4988876515698588,3.0,3,3,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0.0126880844698278,3,3,0.2449300267946353
XGBRegressor,5,8061,1613,1612,0.4,5.0613732406824825,4.590570719602978,5.331680099194049,0.2945612802868751,5.0613732406824825,4.590570719602978,5.331680099194049,0.2945612802868751,2,2,0,0.5,0.22273916135931,0.0001687546248359,1.1603427744569792,0.3648868658449642,1.2215314197019431,0.2465363869486423,1.67913853544864,0.3231253940398658,0.0,0,0,0,0.6,0,1,0.4898979485566356,1.0,1,1,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,1,1,0.0,0.0218738210803154,2,2,0.6730116670092565
XGBRegressor,10,8061,807,806,0.3,4.838033214337328,3.4739454094292808,5.955334987593052,0.8206025550342265,4.838033214337328,3.4739454094292808,5.955334987593052,0.8206025550342265,4,4,0,0.5,1.9781356126753349,1.4642286583213856e-06,4.887273464275212,0.7964945692730128,10.834171951300943,0.9008607302762348,29.39482384550004,4.8437359365978585,0.0,0,0,0,2.8,2,3,0.3999999999999999,3.0,3,3,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,1.0,1,1,0.0,0.0187153384343563,2,2,0.5004024235381879
XGBRegressor,5,42046,8410,8409,0.3999999999999999,4.977876458451671,4.756808181710072,5.184304399524376,0.1371865059121416,4.977876458451671,4.756808181710072,5.184304399524376,0.1371865059121416,2,1,1,0.1666666666666666,0.8843429773338454,0.1048040637192419,2.4329857684166445,0.0,1.9896724225881888,1.0194877167619774,4.993075126088829,0.0,1.0,1,1,0,0.0,0,0,0.0,0.6,0,1,0.4898979485566356,1.6,1,2,0.4898979485566356,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0141969726721934,0,0,0.6730116670092565
XGBRegressor,10,42041,4205,4204,0.3,4.999884035474962,4.329210275927688,5.613701236917222,0.3452055191240281,4.999884035474962,4.329210275927688,5.613701236917222,0.3452055191240281,2,2,0,0.1666666666666666,0.2360118812043984,0.0064375094956189,2.6139526937983733,0.5247803533057886,1.4458910498334343,1.054448485765079,5.716995861444959,0.9400723686487784,0.0,0,0,0,1.2,1,2,0.4,1.0,1,1,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0152232291214408,0,0,0.5004024235381879
XGBRegressor,15,42046,2804,2803,0.2494438257849294,5.0135587693981165,4.316803424901891,5.565465572600785,0.3057870609631885,5.0135587693981165,4.316803424901891,5.565465572600785,0.3057870609631885,1,1,0,0.1666666666666666,0.4297886747900772,1.6595325080552964e-05,2.3369590649255767,0.0,1.2041352370587404,0.1156544603742975,4.452484912485674,0.0,0.0,0,0,0,0.2666666666666666,0,1,0.4422166387140533,0.2,0,1,0.4000000000000001,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0157561466655368,0,0,0.5004024235381879
XGBRegressor,20,42041,2103,2102,0.2179449471770336,4.971330205184655,3.9486203615604185,5.708848715509039,0.4308400971095424,4.971330205184655,3.9486203615604185,5.708848715509039,0.4308400971095424,4,4,0,0.1666666666666666,0.1763560169170178,7.311872172341633e-06,2.984844858547054,0.4320863556274781,1.5016475785240424,0.079142117432355,8.09551141408177,0.7584641896504504,0.0,0,0,0,3.15,3,4,0.3570714214271425,3.25,3,4,0.4330127018922193,4.0,4,4,0.0,0.0,0,0,0.0,0.0,0,0,0.0,2.0,2,2,0.0,0.015384328710805,2,2,0.0
XGBRegressor,5,5181,1037,1036,0.4,5.037641995211908,4.72972972972973,5.598455598455598,0.3016222216525991,5.037641995211908,4.72972972972973,5.598455598455598,0.3016222216525991,1,1,0,1.0,0.2305099934705727,0.0002710577829903,1.139588691750448,0.0,1.0736618756642708,0.0415993978940805,1.7244889664605996,0.0,0.0,0,0,0,0.2,0,1,0.4,0.2,0,1,0.4,0.8,0,1,0.4000000000000001,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0229396641672388,0,0,0.6730116670092565
LinearSVR,5,42046,8410,8409,0.4,5.023078579671376,4.661117717003567,5.315733143061006,0.2177269944587527,5.023078579671376,4.661117717003567,5.315733143061006,0.2177269944587527,1,1,0,0.1666666666666666,1.0303936516487338,0.6186259889941006,2.446031089688017,0.0,1.929291157253308,0.6701682124148061,5.0267937196939165,0.0,0.0,0,0,0,0.2,0,1,0.4,0.0,0,0,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0132970971194628,0,0,0.6730116670092565
LinearSVR,10,42041,4205,4204,0.3,5.0260501577683225,4.686013320647002,5.470980019029495,0.221972462835596,5.0260501577683225,4.686013320647002,5.470980019029495,0.221972462835596,1,1,0,0.1666666666666666,0.5703719860843034,0.0004266912739726,3.2706535257003044,0.0,2.0840748317402302,0.8791114500249013,9.80796386716051,0.0,0.0,0,0,0,0.3,0,1,0.4582575694955839,0.0,0,0,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0155382576096953,0,0,0.5004024235381879
XGBRegressor,15,42046,2804,2803,0.2494438257849294,5.044471236832895,4.281127363539065,5.779521940777738,0.3720272013360127,5.044471236832895,4.281127363539065,5.779521940777738,0.3720272013360127,1,1,0,0.1666666666666666,0.7043587048590837,0.0215999098616973,2.3199483106836425,0.0,1.100052272906633,0.2015634310421212,4.290135002801236,0.0,0.0,0,0,0,0.4,0,1,0.4898979485566356,0.0666666666666666,0,1,0.2494438257849294,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0153153268914211,0,0,0.5004024235381879
XGBRegressor,20,42041,2103,2102,0.2179449471770336,5.021283762537592,4.234062797335871,5.518553758325404,0.3880231350480893,5.021283762537592,4.234062797335871,5.518553758325404,0.3880231350480893,2,2,0,0.1666666666666666,0.3579987492267919,2.987782622576077e-05,2.7767093307532376,0.5723295145363064,1.4045946161765313,0.0672156100058471,7.022466952265188,0.987896720776606,0.0,0,0,0,1.25,1,2,0.4330127018922193,1.15,1,2,0.3570714214271425,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0145096503016791,0,0,0.1985152433458726
LinearSVR,5,34560,6912,6912,0.0,4.930555555555555,4.730902777777778,5.46875,0.2741064776108806,4.930555555555555,4.730902777777778,5.46875,0.2741064776108806,1,1,0,0.1666666666666666,1.1077367192154468,0.1922314375416464,3.017327706270087,0.0,2.31560024969295,0.1047376156561306,8.096880529095152,0.0,0.0,0,0,0,0.2,0,1,0.4000000000000001,0.2,0,1,0.4000000000000001,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.017974617820915,0,0,0.6730116670092565
XGBRegressor,10,34560,3456,3456,0.0,4.965277777777778,4.369212962962963,5.729166666666666,0.3667356369850661,4.965277777777778,4.369212962962963,5.729166666666666,0.3667356369850661,3,3,0,0.1666666666666666,0.3552623455966114,6.457783783083448e-06,2.918385560363787,0.5226092049441656,1.6131667144798634,0.0337262953497812,7.5335352265093825,0.9593277748508012,0.0,0,0,0,2.5,2,3,0.5,2.1,2,3,0.3,3.0,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,2.0,2,2,0.0,0.0165847219006476,1727,1727,0.5004024235381879
XGBRegressor,15,34560,2304,2304,0.0,4.968171296296296,4.296875,6.076388888888888,0.4617497123481145,4.968171296296296,4.296875,6.076388888888888,0.4617497123481145,3,2,1,0.1666666666666666,0.3024557646350517,0.0006703624507281,1.9836822729432853,0.420594373115591,1.1209416983449991,0.091906393031317,2.4948175708663323,0.3041248258721524,1.0,1,1,0,1.2666666666666666,1,2,0.4422166387140533,2.0,2,2,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0171370251154294,0,0,0.5004024235381879
LinearSVR,20,34560,1728,1728,0.0,5.014467592592593,4.108796296296297,6.539351851851852,0.533310865392065,5.014467592592593,4.108796296296297,6.539351851851852,0.533310865392065,3,3,0,0.1666666666666666,0.1995060744994999,8.734819988440897e-05,2.0971807728372283,0.3775472308242102,1.408485713985514,0.1305482650834752,3.454901341673447,0.2479125494521288,0.0,0,0,0,2.4,2,3,0.4898979485566356,2.0,2,2,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,2.0,2,2,0.0,0.018102418884516,1727,1727,0.4227090878059908
XGBRegressor,5,4606,922,921,0.4000000000000001,4.884862959011355,4.3431053203040175,5.320304017372422,0.3557961761006958,4.884862959011355,4.3431053203040175,5.320304017372422,0.3557961761006958,3,3,0,0.5,1.3093124974622627,0.0116823760199168,4.331333767235566,0.7325547270842183,4.45550427911546,0.0707303094415032,21.99531049762541,4.461016344194861,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2434029855248551,0,0,0.0
XGBRegressor,5,17280,3456,3456,0.0,5.063657407407407,4.6875,5.266203703703703,0.2021325138492243,5.063657407407407,4.6875,5.266203703703703,0.2021325138492243,6,6,0,0.1666666666666666,2.044982187797319,0.0188627170376481,4.553044865011045,0.647894697382921,7.425057857645889,0.1184452691405346,24.87385601537594,3.680947780461175,0.0,0,0,0,5.2,5,6,0.3999999999999999,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.1000016201257524,0,0,0.0
XGBRegressor,10,17280,1728,1728,0.0,4.947916666666667,4.282407407407407,5.787037037037037,0.4766846726900716,4.947916666666667,4.282407407407407,5.787037037037037,0.4766846726900716,6,6,0,0.1666666666666666,1.966800352751081,0.1126364210408237,4.473624355686893,0.5736348674366774,7.025107714926553,0.1240945878080728,23.04725688949064,3.6970908623357857,0.0,0,0,0,5.8,5,6,0.3999999999999999,5.0,5,5,0.0,6.0,6,6,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.0936459631710826,0,0,0.0
XGBRegressor,15,17280,1152,1152,0.0,5.05787037037037,3.4722222222222223,6.076388888888888,0.6561081155000034,5.05787037037037,3.4722222222222223,6.076388888888888,0.6561081155000034,6,6,0,0.1666666666666666,1.9631809074781768,2.080874037865433e-05,4.709055707401381,0.6769242902989258,7.632459006251115,0.0839169135982853,26.60973891818021,4.000200268140255,0.0,0,0,0,5.666666666666667,5,6,0.4714045207910317,5.066666666666666,5,6,0.2494438257849293,6.0,6,6,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.0931843517668506,0,0,0.0
XGBRegressor,20,17280,864,864,0.0,4.94212962962963,3.587962962962963,6.13425925925926,0.6114573584200136,4.94212962962963,3.587962962962963,6.13425925925926,0.6114573584200136,6,6,0,0.1666666666666666,1.919170664978187,1.704985183463788e-05,4.452417724994831,0.6669884344585307,7.035576922181898,0.0323955532847679,24.943092761458843,3.748811962439851,0.0,0,0,0,3.75,0,6,2.021756661915573,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.0910038384111158,0,0,0.6108643020548935
XGBRegressor,5,12671,2535,2534,0.3999999999999999,5.027281827111831,4.339250493096647,5.564325177584846,0.4260251188245132,5.027281827111831,4.339250493096647,5.564325177584846,0.4260251188245132,3,3,0,0.5,3.354796834758253,1.1168262834001106,4.601134658628778,0.0009759168275361,15.909293187357983,0.3413088659069987,25.08940776078471,0.0083292619540309,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1290632512909697,0,0,0.0
XGBRegressor,10,12671,1268,1267,0.3,5.066751485786988,4.2586750788643535,5.840568271507498,0.5538771541839205,5.066751485786988,4.2586750788643535,5.840568271507498,0.5538771541839205,5,5,0,0.5,2.048278904295223,3.331317654267638e-07,4.86846089487522,0.7751900481713626,10.019957195645992,0.0117645655511657,28.76332307555412,5.427635002571835,0.0,0,0,0,3.8,3,5,0.6,4.0,3,5,0.4472135954999579,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0.1272365626100041,55,55,0.0
XGBRegressor,15,12661,845,844,0.2494438257849293,4.9285827794759625,3.909952606635071,6.398104265402843,0.7057132678129497,4.9285827794759625,3.909952606635071,6.398104265402843,0.7057132678129497,5,5,0,0.5,2.0121799862409016,3.367118613672071e-05,4.833570822486218,0.7943462557355278,9.594463372566418,0.0006758994741571,29.19897756874988,5.300255252965697,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.066666666666666,4,5,0.2494438257849294,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.122008079294572,0,0,0.0
XGBRegressor,5,12671,2535,2534,0.3999999999999999,5.074597310891404,4.696132596685083,5.919494869771113,0.4372224790857033,5.074597310891404,4.696132596685083,5.919494869771113,0.4372224790857033,4,4,0,0.5,1.931460959779406,0.0034285512160848,4.38439571233643,0.5969131410120507,7.554821996749636,0.0316749534099169,22.18296325628848,3.827104277782745,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1878037023154679,0,0,0.0
XGBRegressor,10,12671,1268,1267,0.3,5.106115192996696,4.577742699289661,6.550907655880031,0.5882640174692628,5.106115192996696,4.577742699289661,6.550907655880031,0.5882640174692628,3,3,0,0.5,2.666607852000094,0.9067356712286028,4.636796360925084,0.0010072366158277,10.89980002543038,0.0080538238503509,26.092129733578435,0.0043538020623797,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.175368756133081,0,0,0.0
XGBRegressor,15,12661,845,844,0.2494438257849293,5.181197827570412,4.1469194312796205,6.6350710900473935,0.7493920962320766,5.181197827570412,4.1469194312796205,6.6350710900473935,0.7493920962320766,6,6,0,0.5,1.846356962083568,0.0001212368915663,5.213647045260668,0.7111566659063325,8.152877576609507,0.148525028189205,34.66891021830496,5.056757237254767,0.0,0,0,0,5.2,5,6,0.3999999999999999,5.0,5,5,0.0,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1620966401217451,0,0,0.0
XGBRegressor,5,17280,3456,3456,0.0,5.092592592592593,4.57175925925926,5.989583333333334,0.5192233346332861,5.092592592592593,4.57175925925926,5.989583333333334,0.5192233346332861,5,5,0,0.1666666666666666,2.483929493981344,0.000983364618005,4.669866487284714,0.7492577603904987,9.99632509023822,0.0515395805434271,26.354758711263216,4.3676338458370925,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.4,4,5,0.4898979485566356,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0671851880065672,0,0,0.0
XGBRegressor,10,17280,1728,1728,0.0,5.133101851851852,3.9930555555555554,6.076388888888888,0.6939861527898524,5.133101851851852,3.9930555555555554,6.076388888888888,0.6939861527898524,5,5,0,0.1666666666666666,2.3640642646624976,2.3199581046242224e-05,4.981114606379919,0.7572679014506518,10.460336339343067,0.1358843785160322,29.86626216227477,4.984006764881938,0.0,0,0,0,4.4,4,5,0.4898979485566356,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0705856390543556,0,0,0.0
XGBRegressor,15,17280,1152,1152,0.0,4.94212962962963,3.125,6.857638888888889,0.8939801628392369,4.94212962962963,3.125,6.857638888888889,0.8939801628392369,6,6,0,0.1666666666666666,2.490601291138954,0.0013298360220971,5.020490563183225,0.6566147482808027,11.290657557819964,0.1066937701023831,30.85701822177668,4.563176345774866,0.0,0,0,0,5.6,5,6,0.4898979485566355,5.0,5,5,0.0,6.0,6,6,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.0630811633435653,0,0,0.0
XGBRegressor,20,17280,864,864,0.0,5.05787037037037,3.356481481481482,6.712962962962964,1.02094880509261,5.05787037037037,3.356481481481482,6.712962962962964,1.02094880509261,7,7,0,0.1666666666666666,2.4711311988124907,3.463784416676213e-06,5.030777623987493,0.6785845810438086,10.946945113799858,0.0096048115734972,31.80358208975392,4.06972842888803,0.0,0,0,0,5.8,1,7,1.6613247725836149,6.05,6,7,0.2179449471770336,7.0,7,7,0.0,6.0,6,6,0.0,4.0,4,4,0.0,0.0,0,0,0.0,0.0622404407476657,0,0,0.3250829733914482
XGBRegressor,5,8061,1613,1612,0.4,4.962194576017747,4.590570719602978,5.583126550868486,0.3946684187509428,4.962194576017747,4.590570719602978,5.583126550868486,0.3946684187509428,5,5,0,0.5,1.674619798243708,0.0002294927494068,4.459491705006817,0.8464268881474397,7.0885146212102885,0.0410531417336308,23.430079126637697,5.197444932249884,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1787745328058597,0,0,0.0
XGBRegressor,10,8061,807,806,0.3,5.098609868366434,4.466501240694789,5.955334987593052,0.4944270035791673,5.098609868366434,4.466501240694789,5.955334987593052,0.4944270035791673,3,3,0,0.5,2.858753629215851,0.937018761015212,4.754585711980821,0.0016500652155676,12.665019413822304,0.0170699863925709,27.109310460525872,0.0075708090766836,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1695101090237067,0,0,0.0
HUBERREGRESSOR,5,8061,1613,1612,0.4,5.024252391010386,4.525728456292622,6.0173697270471465,0.5150943974128169,5.024252391010386,4.525728456292622,6.0173697270471465,0.5150943974128169,3,3,0,0.5,0.8100540760600194,0.0634068111967549,1.520468770800626,0.0076507848579306,3.170536461407859,1.6263244579627925,5.958487586657847,0.0215087523902343,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3190792988326509,0,0,0.0
LinearSVR,10,8061,807,806,0.3,5.086279791280391,4.466501240694789,6.20347394540943,0.5929024314651539,5.086279791280391,4.466501240694789,6.20347394540943,0.5929024314651539,4,4,0,0.5,0.7446761667838062,0.0107220701795161,1.8234251875718008,0.3011804230175612,3.392157515784421,1.1873980641789288,7.749494865502862,1.1194028447169495,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3035194995230793,0,0,0.0
HUBERREGRESSOR,5,8061,1613,1612,0.4000000000000001,5.110985648553394,4.528535980148883,5.893300248138958,0.5074664232557258,5.110985648553394,4.528535980148883,5.893300248138958,0.5074664232557258,3,3,0,0.5,0.8074585318750096,0.0851531108523531,1.6535567158523847,0.0035419654579077,3.131086051855724,1.450746392675672,6.270918615838796,0.0027998574523717,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3234370020819394,0,0,0.0
HUBERREGRESSOR,10,8061,807,806,0.3,5.148206911607799,4.094292803970223,6.575682382133994,0.6206327642042732,5.148206911607799,4.094292803970223,6.575682382133994,0.6206327642042732,3,3,0,0.5,0.9431444996012942,0.1881455553283768,1.7514808181263812,0.0134753032919273,3.99172048969196,1.3523818483759178,7.132714695616055,0.0253344160304495,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.304476089809929,0,0,0.0
HUBERREGRESSOR,5,17280,3456,3456,0.0,4.947916666666667,4.600694444444445,5.381944444444445,0.2620192458951799,4.947916666666667,4.600694444444445,5.381944444444445,0.2620192458951799,4,4,0,0.1666666666666666,0.3342245013059465,0.151555623344284,0.6677680784968583,0.0003078896446943,0.6585773594052917,0.0452568323494038,1.7169821672955303,0.0006732234954538,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1891579562770401,0,0,0.0
HUBERREGRESSOR,10,17280,1728,1728,0.0,4.965277777777778,4.050925925925926,6.423611111111111,0.7005900902972941,4.965277777777778,4.050925925925926,6.423611111111111,0.7005900902972941,5,5,0,0.1666666666666666,0.362429141124396,0.0492354021428452,0.8819341157699618,0.0025820425067446,0.8079984553722943,0.0876196805196714,2.5952568284251045,0.0079020976584302,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.1753802741031113,0,0,0.0
HUBERREGRESSOR,15,17280,1152,1152,0.0,4.988425925925926,3.8194444444444446,6.510416666666667,0.8117544326434711,4.988425925925926,3.8194444444444446,6.510416666666667,0.8117544326434711,5,5,0,0.1666666666666666,0.3733751546884225,0.0122569751312309,1.003301458343459,0.0019505137466653,0.8687559854557584,0.0197033613469463,2.743044272151272,0.0037018471639157,0.0,0,0,0,1.1333333333333333,0,5,1.995550606279436,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.1748406043268955,0,0,0.5004024235381879
HUBERREGRESSOR,20,17280,864,864,0.0,4.878472222222222,3.4722222222222223,6.712962962962964,0.9115455940004874,4.878472222222222,3.4722222222222223,6.712962962962964,0.9115455940004874,5,5,0,0.1666666666666666,0.3336006623074273,0.0055652205857415,1.1461519998072462,0.0070376606346142,0.6758099127462023,0.0010253222472629,3.315715414397606,0.0261870168627731,0.0,0,0,0,0.5,0,5,1.5,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.1660834826280573,0,0,0.3250829733914482
HUBERREGRESSOR,5,4031,807,806,0.4,5.011361504945867,4.213135068153656,5.831265508684864,0.6221826483657592,5.011361504945867,4.213135068153656,5.831265508684864,0.6221826483657592,3,3,0,1.0,0.9069229319145876,0.411559562829719,1.9556093851583896,0.0121179793381793,3.554959737746059,1.5297790292397853,7.958605018886486,0.0770702131519894,0.0,0,0,0,0.0,0,0,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.4355335666149267,0,0,0.0
HUBERREGRESSOR,5,14016,2804,2803,0.3999999999999999,5.037095978783685,4.780592222618623,5.244381020335355,0.202203963322565,5.037095978783685,4.780592222618623,5.244381020335355,0.202203963322565,3,3,0,0.5,2.1422527684653603,0.8659006987792974,2.952419767426907,0.0010444396758951,10.661256289358104,3.5505757072402324,14.405719579004009,0.0074581219683363,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2019155642459207,0,0,0.0
HUBERREGRESSOR,10,14011,1402,1401,0.3,4.967513524576392,4.425410421127766,5.710206995003569,0.3598420695676819,4.967513524576392,4.425410421127766,5.710206995003569,0.3598420695676819,6,6,0,0.5,1.1912999713733403,2.9443812234983017e-05,3.354212989307249,0.4346475620773474,6.975875195669849,1.0205916354670437,16.58249523768351,2.04470136269131,0.0,0,0,0,5.1,4,6,0.5385164807134504,5.0,5,5,0.0,6.0,6,6,0.0,3.0,3,3,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0.1938190183383397,48,48,0.0
